DATAFLOW,LAST UPDATE,freq,unit,na_item,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Portugal,2018,23545.5,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Portugal,2019,24462.2,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Portugal,2020,22780.1,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Portugal,2021,24548.3,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Portugal,2022,27836.4,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Portugal,2023,31045.2,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Portugal,2024,32820.0,p,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Romania,2013,14200.3,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Romania,2014,14783.3,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Romania,2015,15543.4,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Romania,2016,16602.3,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Romania,2017,18502.7,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Romania,2018,19913.0,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Romania,2019,21711.5,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Romania,2020,21807.0,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Romania,2021,23917.4,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Romania,2022,26363.2,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Romania,2023,29431.7,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Romania,2024,31107.8,p,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Serbia,2013,11005.4,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Serbia,2014,10963.6,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Serbia,2015,11178.2,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Serbia,2016,11430.8,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Serbia,2017,11872.9,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Serbia,2018,12523.0,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Serbia,2019,13388.1,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Serbia,2020,13422.4,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Serbia,2021,14929.2,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Serbia,2022,16451.8,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Serbia,2023,18649.8,p,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Serbia,2024,20581.0,p,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Sweden,2013,33278.9,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Sweden,2014,33570.5,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Sweden,2015,35061.7,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Sweden,2016,34882.1,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Sweden,2017,35295.9,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Sweden,2018,35911.2,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Sweden,2019,36990.3,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Sweden,2020,36662.8,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Sweden,2021,39667.2,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Sweden,2022,41100.5,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Sweden,2023,42892.0,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Sweden,2024,44668.1,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Slovenia,2013,21394.4,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Slovenia,2014,21914.6,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Slovenia,2015,22534.1,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Slovenia,2016,23327.7,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Slovenia,2017,24857.8,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Slovenia,2018,26211.0,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Slovenia,2019,27547.4,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Slovenia,2020,26674.6,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Slovenia,2021,29295.7,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Slovenia,2022,32041.9,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Slovenia,2023,35052.2,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Slovenia,2024,36327.5,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Slovakia,2013,20266.6,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Slovakia,2014,20863.8,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Slovakia,2015,21683.0,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Slovakia,2016,20747.9,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Slovakia,2017,20778.1,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Slovakia,2018,21368.3,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Slovakia,2019,22104.9,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Slovakia,2020,22559.3,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Slovakia,2021,24477.8,b,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Slovakia,2022,25618.8,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Slovakia,2023,28282.8,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Slovakia,2024,29743.9,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Türkiye,2013,16222.8,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Türkiye,2014,17340.1,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Türkiye,2015,18615.7,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Türkiye,2016,18568.6,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Türkiye,2017,19475.1,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Türkiye,2018,19419.7,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Türkiye,2019,18869.8,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Türkiye,2020,18657.8,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Türkiye,2021,20477.9,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Türkiye,2022,25021.4,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Türkiye,2023,28021.9,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,United Kingdom,2013,28832.8,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,United Kingdom,2014,29596.6,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,United Kingdom,2015,30610.1,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,United Kingdom,2016,30651.9,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,United Kingdom,2017,31429.6,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,United Kingdom,2018,31785.5,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,United Kingdom,2019,32242.4,,
